user_id,email,password,name,phone,birth_date,role,status,created_at,updated_at,last_login_at
284,user_284@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,송지인,010-9047-1888,2002-04-24,ROLE_USER,ACTIVE,2024-10-09 00:00:00,2024-10-09 00:00:00,2026-06-23 18:47:00
285,user_285@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,서하아,010-6237-1270,1987-05-09,ROLE_USER,ACTIVE,2026-02-01 00:00:00,2026-02-01 00:00:00,2026-06-27 09:42:00
286,user_286@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,안예율,010-5887-2788,2004-02-08,ROLE_USER,ACTIVE,2024-06-13 00:00:00,2024-06-13 00:00:00,2026-06-25 16:19:00
287,user_287@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,장예수,010-1752-2076,1984-03-13,ROLE_USER,ACTIVE,2024-03-30 00:00:00,2024-03-30 00:00:00,2026-06-25 15:55:00
288,user_288@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,황시준,010-2094-1773,1998-04-08,ROLE_USER,ACTIVE,2024-06-09 00:00:00,2024-06-09 00:00:00,2026-06-29 14:23:00
289,user_289@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,임태현,010-8969-2358,1995-01-12,ROLE_USER,ACTIVE,2025-01-27 00:00:00,2025-01-27 00:00:00,2026-06-18 10:30:00
290,user_290@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,이하아,010-7358-3703,1984-02-21,ROLE_USER,ACTIVE,2024-05-24 00:00:00,2024-05-24 00:00:00,2026-06-26 18:41:00
291,user_291@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,홍은율,010-1004-8115,1999-06-14,ROLE_USER,ACTIVE,2024-10-10 00:00:00,2024-10-10 00:00:00,2026-07-02 19:01:00
292,user_292@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,홍승준,010-6888-7295,1977-09-14,ROLE_USER,ACTIVE,2024-02-02 00:00:00,2024-02-02 00:00:00,2026-06-23 14:55:00
293,user_293@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,송지빈,010-3124-2424,1975-12-28,ROLE_USER,ACTIVE,2025-04-19 00:00:00,2025-04-19 00:00:00,2026-06-30 19:01:00
294,user_294@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,임현원,010-4890-1366,1990-09-14,ROLE_USER,ACTIVE,2025-12-19 00:00:00,2025-12-19 00:00:00,2026-07-01 17:31:00
295,user_295@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,서현우,010-5290-3205,1984-04-23,ROLE_USER,ACTIVE,2025-04-29 00:00:00,2025-04-29 00:00:00,2026-06-18 16:40:00
296,user_296@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,안시영,010-2967-8780,1996-10-04,ROLE_USER,ACTIVE,2025-06-17 00:00:00,2025-06-17 00:00:00,2026-04-08 13:41:00
297,user_297@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,장예아,010-5503-7259,2004-07-07,ROLE_USER,ACTIVE,2024-07-21 00:00:00,2024-07-21 00:00:00,2026-06-20 22:17:00
298,user_298@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,신은현,010-3509-6543,1980-03-01,ROLE_USER,ACTIVE,2024-05-11 00:00:00,2024-05-11 00:00:00,2026-06-25 20:21:00
299,user_299@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,조예빈,010-1967-8536,1985-01-01,ROLE_USER,ACTIVE,2024-10-06 00:00:00,2024-10-06 00:00:00,2026-06-25 13:25:00
300,user_300@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,임은우,010-1642-9305,1985-05-24,ROLE_USER,ACTIVE,2026-05-03 00:00:00,2026-05-03 00:00:00,2026-06-06 16:22:00
301,user_301@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,윤서현,010-4054-8219,1988-09-18,ROLE_USER,ACTIVE,2025-08-24 00:00:00,2025-08-24 00:00:00,2026-06-20 19:10:00
302,user_302@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,조도준,010-9137-4078,1998-09-26,ROLE_USER,ACTIVE,2026-04-23 00:00:00,2026-04-23 00:00:00,2026-05-31 10:32:00
303,user_303@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,황서수,010-8404-2536,1975-07-22,ROLE_USER,ACTIVE,2026-04-28 00:00:00,2026-04-28 00:00:00,2026-06-03 09:00:00
304,user_304@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,이주인,010-8155-2082,1988-01-06,ROLE_USER,ACTIVE,2024-02-03 00:00:00,2024-02-03 00:00:00,2026-06-22 15:19:00
305,user_305@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,황시현,010-2087-9224,1999-05-04,ROLE_USER,ACTIVE,2025-03-21 00:00:00,2025-03-21 00:00:00,2026-06-28 12:40:00
306,user_306@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,이민준,010-2478-4730,1970-01-26,ROLE_USER,ACTIVE,2025-04-01 00:00:00,2025-04-01 00:00:00,2026-05-24 11:03:00
307,user_307@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,장하현,010-1301-5182,1980-12-04,ROLE_USER,ACTIVE,2024-12-18 00:00:00,2024-12-18 00:00:00,2026-04-11 22:00:00
308,user_308@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,윤시현,010-3648-2784,1975-12-27,ROLE_USER,ACTIVE,2025-10-25 00:00:00,2025-10-25 00:00:00,2026-06-26 13:42:00
309,user_309@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,권주아,010-5367-5728,1974-10-05,ROLE_USER,ACTIVE,2024-05-31 00:00:00,2024-05-31 00:00:00,2026-06-21 11:41:00
310,user_310@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,서서빈,010-6083-7984,1996-05-11,ROLE_USER,ACTIVE,2023-10-18 00:00:00,2023-10-18 00:00:00,2026-06-20 16:36:00
311,user_311@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,송태인,010-4380-7507,1993-12-21,ROLE_USER,ACTIVE,2025-02-20 00:00:00,2025-02-20 00:00:00,2026-06-16 13:39:00
312,user_312@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,이시현,010-2708-5775,1998-05-16,ROLE_USER,ACTIVE,2025-01-13 00:00:00,2025-01-13 00:00:00,2026-06-22 16:29:00
313,user_313@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,홍민빈,010-4673-4650,1977-10-06,ROLE_USER,ACTIVE,2024-06-25 00:00:00,2024-06-25 00:00:00,2026-06-25 16:56:00
314,user_314@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,최은수,010-9760-7202,1994-06-14,ROLE_USER,ACTIVE,2024-09-09 00:00:00,2024-09-09 00:00:00,2026-06-21 16:56:00
315,user_315@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,신시현,010-2936-7308,1978-07-13,ROLE_USER,ACTIVE,2026-02-12 00:00:00,2026-02-12 00:00:00,2026-06-21 19:54:00
316,user_316@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,권주아,010-1439-9230,1980-12-23,ROLE_USER,ACTIVE,2026-04-20 00:00:00,2026-04-20 00:00:00,2026-06-30 20:40:00
317,user_317@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,임하율,010-7950-7081,1994-06-15,ROLE_USER,ACTIVE,2024-12-21 00:00:00,2024-12-21 00:00:00,2026-06-28 21:38:00
318,user_318@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,홍주수,010-8105-8903,1998-11-11,ROLE_USER,ACTIVE,2025-12-26 00:00:00,2025-12-26 00:00:00,2026-06-30 11:44:00
319,user_319@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,권예준,010-7741-9593,2002-01-02,ROLE_USER,ACTIVE,2024-12-27 00:00:00,2024-12-27 00:00:00,2026-06-22 10:12:00
320,user_320@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,윤은인,010-5571-8661,1985-08-08,ROLE_USER,ACTIVE,2024-03-06 00:00:00,2024-03-06 00:00:00,2026-06-23 20:18:00
321,user_321@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,강승수,010-9193-7624,1975-11-24,ROLE_USER,ACTIVE,2024-01-01 00:00:00,2024-01-01 00:00:00,2026-06-26 21:21:00
322,user_322@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,송예혁,010-7596-1049,1973-08-08,ROLE_USER,ACTIVE,2024-04-09 00:00:00,2024-04-09 00:00:00,2026-06-23 19:47:00
323,user_323@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,권현아,010-2092-5072,1993-03-03,ROLE_USER,ACTIVE,2023-10-20 00:00:00,2023-10-20 00:00:00,2026-06-19 11:00:00
324,user_324@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,권시빈,010-3743-9321,1991-09-26,ROLE_USER,ACTIVE,2026-02-27 00:00:00,2026-02-27 00:00:00,2026-06-28 16:56:00
325,user_325@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,강은아,010-6677-6466,1980-12-25,ROLE_USER,ACTIVE,2025-02-11 00:00:00,2025-02-11 00:00:00,2026-04-16 20:48:00
326,user_326@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,조민빈,010-9562-9806,1995-10-25,ROLE_USER,ACTIVE,2024-01-01 00:00:00,2024-01-01 00:00:00,2026-06-22 11:31:00
327,user_327@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,전태우,010-1166-7839,1972-08-20,ROLE_USER,ACTIVE,2024-05-26 00:00:00,2024-05-26 00:00:00,2026-06-21 10:12:00
328,user_328@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,임현혁,010-5810-2290,1975-06-24,ROLE_USER,ACTIVE,2025-06-27 00:00:00,2025-06-27 00:00:00,2026-06-29 17:52:00
329,user_329@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,송도빈,010-7504-8995,1989-08-01,ROLE_USER,ACTIVE,2024-01-28 00:00:00,2024-01-28 00:00:00,2026-05-11 09:07:00
330,user_330@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,홍하아,010-6180-7178,1998-03-10,ROLE_USER,ACTIVE,2024-03-07 00:00:00,2024-03-07 00:00:00,2026-07-02 11:16:00
331,user_331@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,이은혁,010-2709-7841,1997-06-27,ROLE_USER,ACTIVE,2026-05-05 00:00:00,2026-05-05 00:00:00,2026-05-13 22:09:00
332,user_332@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,장민빈,010-7216-3686,1995-08-06,ROLE_USER,ACTIVE,2026-04-23 00:00:00,2026-04-23 00:00:00,2026-05-16 16:42:00
333,user_333@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,윤지우,010-7097-7523,1973-02-23,ROLE_USER,ACTIVE,2026-05-19 00:00:00,2026-05-19 00:00:00,2026-06-12 14:28:00
334,user_334@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,홍서빈,010-8620-2945,1974-11-28,ROLE_USER,ACTIVE,2024-05-01 00:00:00,2024-05-01 00:00:00,2026-06-20 15:07:00
335,user_335@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,홍은현,010-3600-1738,1987-06-23,ROLE_USER,ACTIVE,2025-09-12 00:00:00,2025-09-12 00:00:00,2026-07-02 15:51:00
336,user_336@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,김지아,010-2290-4969,2003-10-18,ROLE_USER,ACTIVE,2025-12-05 00:00:00,2025-12-05 00:00:00,2026-06-20 09:35:00
337,user_337@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,이현혁,010-7304-2785,1995-01-11,ROLE_USER,ACTIVE,2025-02-13 00:00:00,2025-02-13 00:00:00,2026-07-02 21:59:00
338,user_338@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,임서수,010-5206-2441,1975-08-08,ROLE_USER,ACTIVE,2024-05-03 00:00:00,2024-05-03 00:00:00,2026-06-20 12:26:00
339,user_339@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,박지인,010-4382-6574,1993-05-11,ROLE_USER,ACTIVE,2024-04-25 00:00:00,2024-04-25 00:00:00,2026-06-06 13:37:00
340,user_340@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,홍서원,010-7728-7654,1996-05-24,ROLE_USER,ACTIVE,2024-08-02 00:00:00,2024-08-02 00:00:00,2026-06-20 11:01:00
341,user_341@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,윤하영,010-6041-9338,1982-07-07,ROLE_USER,ACTIVE,2023-11-13 00:00:00,2023-11-13 00:00:00,2026-06-28 14:21:00
342,user_342@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,장현원,010-3938-6194,1973-08-10,ROLE_USER,ACTIVE,2024-10-27 00:00:00,2024-10-27 00:00:00,2026-06-28 21:41:00
343,user_343@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,신예인,010-7514-5254,1974-10-03,ROLE_USER,ACTIVE,2026-04-05 00:00:00,2026-04-05 00:00:00,2026-06-18 15:01:00
344,user_344@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,홍승아,010-8862-8953,1995-11-14,ROLE_USER,ACTIVE,2024-04-14 00:00:00,2024-04-14 00:00:00,2026-07-02 16:40:00
345,user_345@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,임예아,010-5489-5513,1983-05-03,ROLE_USER,ACTIVE,2025-01-29 00:00:00,2025-01-29 00:00:00,2026-06-28 16:59:00
346,user_346@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,한현원,010-1401-1283,1987-10-03,ROLE_USER,ACTIVE,2023-10-31 00:00:00,2023-10-31 00:00:00,2026-06-22 18:16:00
347,user_347@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,박하혁,010-1643-7203,1992-12-25,ROLE_USER,ACTIVE,2024-05-01 00:00:00,2024-05-01 00:00:00,2026-06-23 11:38:00
348,user_348@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,서예우,010-4349-3372,1986-11-24,ROLE_USER,ACTIVE,2025-10-18 00:00:00,2025-10-18 00:00:00,2026-05-27 22:29:00
349,user_349@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,홍시현,010-2699-3833,1973-01-10,ROLE_USER,ACTIVE,2023-11-06 00:00:00,2023-11-06 00:00:00,2026-06-30 14:49:00
350,user_350@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,장주율,010-1423-2605,1987-04-17,ROLE_USER,ACTIVE,2024-02-26 00:00:00,2024-02-26 00:00:00,2026-06-26 17:51:00
351,user_351@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,홍서영,010-4461-4917,1971-06-02,ROLE_USER,ACTIVE,2024-04-14 00:00:00,2024-04-14 00:00:00,2026-06-26 17:43:00
352,user_352@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,서지원,010-4604-3197,1979-11-08,ROLE_USER,ACTIVE,2024-11-24 00:00:00,2024-11-24 00:00:00,2026-06-04 21:35:00
353,user_353@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,최서율,010-3766-5801,1993-08-24,ROLE_USER,ACTIVE,2024-08-25 00:00:00,2024-08-25 00:00:00,2026-06-19 17:47:00
354,user_354@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,조민준,010-8005-3837,1978-09-25,ROLE_USER,ACTIVE,2026-05-18 00:00:00,2026-05-18 00:00:00,2026-05-28 21:15:00
355,user_355@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,조시현,010-3784-5395,2004-02-17,ROLE_USER,ACTIVE,2025-03-02 00:00:00,2025-03-02 00:00:00,2026-06-25 13:07:00
356,user_356@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,황주영,010-3004-8155,2001-10-03,ROLE_USER,ACTIVE,2024-01-01 00:00:00,2024-01-01 00:00:00,2026-06-23 08:31:00
357,user_357@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,정은아,010-4885-4742,1975-02-16,ROLE_USER,ACTIVE,2024-02-04 00:00:00,2024-02-04 00:00:00,2026-06-08 19:20:00
358,user_358@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,조예인,010-2348-7116,1977-04-24,ROLE_USER,ACTIVE,2024-04-10 00:00:00,2024-04-10 00:00:00,2026-06-28 11:22:00
359,user_359@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,송주율,010-3249-6097,1980-12-25,ROLE_USER,ACTIVE,2025-06-21 00:00:00,2025-06-21 00:00:00,2026-06-24 13:44:00
360,user_360@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,김은혁,010-2696-5365,1971-05-23,ROLE_USER,ACTIVE,2025-10-22 00:00:00,2025-10-22 00:00:00,2026-06-20 20:28:00
361,user_361@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,신하아,010-9713-9818,2001-02-25,ROLE_USER,ACTIVE,2025-07-26 00:00:00,2025-07-26 00:00:00,2026-06-20 10:04:00
362,user_362@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,서하아,010-2585-7556,1978-05-10,ROLE_USER,ACTIVE,2024-08-20 00:00:00,2024-08-20 00:00:00,2026-06-27 11:24:00
363,user_363@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,안승아,010-5666-8195,2001-01-07,ROLE_USER,ACTIVE,2023-12-05 00:00:00,2023-12-05 00:00:00,2026-06-24 22:14:00
364,user_364@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,정도아,010-8090-4276,1980-04-05,ROLE_USER,ACTIVE,2025-10-28 00:00:00,2025-10-28 00:00:00,2026-06-28 15:55:00
365,user_365@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,박지원,010-5118-2704,1983-07-17,ROLE_USER,ACTIVE,2025-10-30 00:00:00,2025-10-30 00:00:00,2026-07-02 12:21:00
366,user_366@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,송도수,010-6688-1121,2003-08-27,ROLE_USER,ACTIVE,2025-04-14 00:00:00,2025-04-14 00:00:00,2026-06-19 12:16:00
367,user_367@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,권승혁,010-4519-5474,1988-12-03,ROLE_USER,ACTIVE,2024-03-24 00:00:00,2024-03-24 00:00:00,2026-06-24 12:04:00
368,user_368@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,임시율,010-1550-7335,1992-08-19,ROLE_USER,ACTIVE,2025-03-12 00:00:00,2025-03-12 00:00:00,2026-06-22 19:20:00
369,user_369@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,전현아,010-3100-5392,1992-04-06,ROLE_USER,ACTIVE,2024-07-05 00:00:00,2024-07-05 00:00:00,2026-06-20 12:53:00
370,user_370@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,오서현,010-7046-6230,2004-04-09,ROLE_USER,ACTIVE,2025-12-09 00:00:00,2025-12-09 00:00:00,2026-06-27 22:00:00
371,user_371@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,장주아,010-9908-2980,1998-08-11,ROLE_USER,ACTIVE,2026-03-22 00:00:00,2026-03-22 00:00:00,2026-07-02 19:20:00
372,user_372@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,신지원,010-1008-2696,1998-01-14,ROLE_USER,ACTIVE,2026-05-14 00:00:00,2026-05-14 00:00:00,2026-06-07 19:27:00
373,user_373@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,조시수,010-8267-3046,1981-01-10,ROLE_USER,ACTIVE,2026-02-21 00:00:00,2026-02-21 00:00:00,2026-06-28 12:39:00
374,user_374@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,안도현,010-3118-8039,2000-03-10,ROLE_USER,ACTIVE,2025-09-30 00:00:00,2025-09-30 00:00:00,2026-06-23 09:22:00
375,user_375@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,윤민원,010-7962-3187,2003-11-22,ROLE_USER,ACTIVE,2025-01-25 00:00:00,2025-01-25 00:00:00,2026-06-28 19:03:00
376,user_376@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,김태수,010-9228-1070,1973-09-06,ROLE_USER,ACTIVE,2025-12-18 00:00:00,2025-12-18 00:00:00,2026-04-18 17:32:00
377,user_377@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,전지원,010-3898-2884,1981-03-02,ROLE_USER,ACTIVE,2024-03-14 00:00:00,2024-03-14 00:00:00,2026-06-22 08:41:00
378,user_378@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,오시혁,010-9046-2343,1987-03-07,ROLE_USER,ACTIVE,2025-05-07 00:00:00,2025-05-07 00:00:00,2026-06-19 11:03:00
379,user_379@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,전지현,010-1184-3744,1980-08-28,ROLE_USER,ACTIVE,2025-09-19 00:00:00,2025-09-19 00:00:00,2026-06-21 13:05:00
380,user_380@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,강주현,010-3231-6916,1970-11-06,ROLE_USER,ACTIVE,2025-06-27 00:00:00,2025-06-27 00:00:00,2026-06-20 21:29:00
381,user_381@test.com,$2a$10$7zB3qQzEcbB7mU5eL2n9fO0xH98o2tYpM.2s5lR7wE.2F8u7y6X1.,한은율,010-5106-4468,2002-09-08,ROLE_USER,ACTIVE,2026-04-26 00:00:00,2026-04-26 00:00:00,2026-06-29 10:27:00
